"كد شركت";"كد دوره";"Field3";"سر فصل";"زيرفصل";"ادامه زيرفصل"
10;7001;3;"سايه زني و تنظيم حاشيه پاراگرافها";;
10;7002;3;" استفاده از ماكروها و بكار بردن دستورات SQL در آنها";;
10;7005;3;"	آشنايي با ويژگيهاي سايتهاي ايمن";;
10;8101;3;"آشنايي  با مكاتبات  رسمي /غيررسمي";;
10;10005;3;"مختصري برشناخت ژنراتورها";;
10;10014;3;"آزمايشهاي شيميايي(-خاصيت خورندگيpH)";;
10;10053;3;" اصول  كلي  تفكيك  سه  فازي";"تفكيك  ثقلي";
10;10059;3;"آشنايي باانواع چارتهاي موجوددرواحدهاي عملياتي وكاربرد آن";;
10;10064;3;" سرعت و جهت  باد و نوع  ابر و وضعيت  هوايي";;
10;10071;3;"چگونگي مطالعات يك منطقه اكتشافي وانتخاب اولين محل";;
10;10158;3;"پوششهاي فلزي و كاربردهاي آنها";;
10;10182;3;"كلياتي  ازعمليات  وپردازش  لرزه  نگاري";;
10;10209;3;"وظايف  لوله جداري";;
10;10217;3;"جمع آوري اطلاعات چينه شناسي و مشاهدات سطح الارضي";;
10;10239;3;"تغيير زاويه  چاه  ـ خستگي  لوله هاي  حفاري  ـ گيرلوله ها";;
10;10247;3;"انواع روشهاي انتقال گاز";;
10;10248;3;"SOFTWARE AIRGUN WATRGUN-RECORDING (HARDWARE AND";;
10;10256;3;"آلودگي  ناشي  از ورود ذرات  انهيدرات  و ژيبسم در سيالات پايه آبي";;
10;10292;3;"مزاياي  لايه  شكافي";;
10;10293;3;"روش محاسبه حجم مطلق وغير مطلق";;
10;10305;3;"توصيف ميكروسكپي مقاطع نازك ازديدگاه مخزني";;
10;10309;3;"مدل ساختماني و رسوبي مخزن";;
10;10310;3;"سيستم نفتي ايران مرکزي";;
10;10413;3;"جوشکاري قوس الکتريکي با الکترود دستي";"تعريف قوس الکتريکي- انواع جريان-تعريف قوس الکتريکي- انواع جريان مستقيم(رکتيفاير- ژنراتور-دينام)و متناوب-محاسن و معايب جريانها- انواع الکترود و جنس آنها -پوشش الکترودها";
10;10430;3;"اجزاء تشكيل دهنده شير ايمني";;
10;10434;3;"متالورژي جوشکاري فولادهاي کروم دار";;
10;10459;3;"WELDING  PROCEDURE SPECIFICATION";;
10;10505;3;"آشنايي با انواع تست هاي متداول در بازرسي فني تجهيزات  از قبيل حفاظت كاتدي";;
10;10513;3;"بررسي علل به وجود آمدن عيوب در فرآيندهاي جوشکاري";;
10;10554;3;"سازماندهي";"اطلاعات فني و نقشه هاي تجهيزات ماشين آلات کارگاهي";
10;10557;3;"توانايي اجراي مقررات و آيين نامه هاي شغلي پلاك راندمان-كميت هاي مشخصه جهت اتصال به شبكه";;
10;10672;3;"رمپ  وتجهيزات  رمپ";;
10;10703;3;" اثرات انقباض و انبساط و انعطاف پذيري لوله ها PIPNG FLEXIBILITY";;
10;10736;3;"پوششها و حفاظت کاتدي";"اثر پوشش بر کاهش مقدار جريان موردنياز جهت حفاظت کاتدي، بادکردن و کنده شدن پوشش در اثر حفاظت نادرست و ساير موارد مرتبط بين پوشش و سيستمهاي حفاظت کاتدي و تست الکتريکي پوشش و محاسبه آن";
10;10792;3;"آشنائي با سيستم هاي مختلف حرارت مركزي";" تاميين آب گرم مصرفي  ساختمان";
10;10853;3;"انواع  پلاريزاسيون و الگوي تشعشعي آنتن ها";;
10;10891;3;"تكنيكهاي عكاسي مصاحبه  همايش ـ اجتماعات";;
10;10918;3;"سويچ برقي";;
10;10927;3;"آشنايي با تکنولوژيهاي مختلف";;
10;11334;3;"توزيع فراواني و نمودار";;
10;11343;3;"اهميت  پروژه  درفرايند برنامه  ريزي در هزينه  و درآمد";;
10;11360;3;"طبقه بندي ومحاسبه نسبتهاي مالي (نقدينگي - فعاليت ـ سرمايه گذاري - سودآوري)";;
10;11368;3;"نحوه تهيه و تنظيم و طبقه بندي اسناد و کارسازي انها";;
10;11371;3;"آشنايي با برنامه ريزي مالي و تهيه  بودجه";;
10;11378;3;" تعريف سطح اهميت و تشخيص داراييها";;
10;11380;3;"كنترل  موجودي  مواد و كالا";;
10;11397;3;"ملاحظات  قانوني  در نظام  پرداخت ، دستمزد مبناو مسائل(محرمانه  بودن حقوق و دستمزد کارکنان)";;
10;11406;3;"صورت بهاي تمام شده كالاي ساخته  شده و فروش رفته";;
10;11418;3;"آشنايي  با انواع  اظهارنظر حسابرسي  و گزارش  حسابرس";;
10;11433;3;"تصميم گيري بر اساس بهاي تمام شده تفاضلي(خريد/ساخت /اجاره - رد/قبول سفارش )";;
10;11438;3;"اصول  بودجه  بندي  سرمايه  اي";;
10;11446;3;"نظارت بر اجرا شامل نظارت قبل و ضمن اجراي بودجه/ نظارت پس از خرج";;
10;11490;3;"فرهنگ مديريت مشارکت";;
10;11494;3;"بکارگيري تکنيک هاي برنامه ريزي آموزشي";;
10;11535;3;"مهارت ارتباطات موثر با مديران، همکاران و مشتريان";;
10;11549;3;"زبان قرارداد";;
10;11559;3;"نظارت و کنترل برنامه ها";;
10;11586;3;"استانداردهاي مجموعه سازي و سازماندهي منابع";;
10;11590;3;"چگونگي  جهت  سفارش  دروزارت  بازرگاني";;
10;11592;3;"طبقه  بندي  و تنظيم  اسناد و مدارك (-کدگذاري-بايگاني راکد-بايگاني جاري)";;
10;11666;3;"روش هاي برآورد نيروي انساني (رونديابي - نسبت  يابي - رگرسيون)";;
10;11684;3;"ويژگيهاي محققان";;
10;11693;3;"نمودارهاي ترسيم فرايندها";;
10;11723;3;"بررسي روابط انساني با محيط هاي صنعتي";;
10;11768;3;"پذيرش  انواع  بار ومسئوليتهاي  مرتبط";;
10;11798;3;"وظايف اصلي مديريت منابع انساني";"جذب - برنامه ريزي - بهسازي - آموزش - نگهداشت";
10;11832;3;"دسته بندي وتحليل اطلاعات";;
10;11844;3;"تكنيكهاي پياده سازي  و تثبيت  سيستمهاي  اطلاعات  مديريت";;
10;11854;3;"آشنايي با مديريت و وظايف اصلي آن";;
10;11858;3;"معافيتهاي  ماليات/ماليات  بر درآمد اتفاقي";;
10;12039;3;"نجات در دريا (SURVIVAL COURSE)";;
10;12049;3;"الکتروشيمي خوردگي";"پولاريزاسيون، انواع پيل ها، دوتين شدن، الکترودهاي مرجع";
10;12069;3;"روشهاي حفاظت در برابر خوردگي";"بيولوژيكي- شيميايي- فيزيكي";
10;12085;3;" ثبت اقلام مازاد استاندارد در سيستم و نحوه انتقال اقلام مستمربه مازاد استاندارد";;
10;12104;3;"معرفي و تشريح عناصراطلاعاتي هرسند در سيستم يكنواخت كالا";;
10;12106;3;"	آشنايي با سيستم يكنواخت و پيوسته كالا";;
10;12112;3;"	نحوه استعلام و نحوه بررسي پيشنهادات دريافت شده";;
10;12117;3;"	ارزش كالا در گمرك ،مسئوليت گمرك در حفظ و نگهداري كالا";;
10;12136;3;"	اسناد حمل و انواع آن(فورواردها،حمل كنندگان و كارگزاران، وظايف و مسئوليت هاي هر يك از ديدگاه بين المللي-ضوابط و شرايط داخلي شركت هاي فورواردر، كرير و كارگزاران-چگونگي انتخاب فورواردر
)";;
10;12140;3;"	مسائل و مشكلات خريدهاي خارجي";;
10;12149;3;"	آشنايي با دستورالعمل مالي فروش";;
10;12179;3;"تغيرحالتهاي  فيزيكي  و فشاربخارمايعات";;
10;12183;3;"روش  هاي تخليص  كروژن (فيزيكي  وشميايي)";;
10;12194;3;"چگونگي تكميل  چاه و عمليات تميزكردن آنها بعد از حفاري";;
10;12201;3;"وظايف زمين شناس درهنگام خارچ كردن مغزه از محفظه  مغزه گيري";;
10;12203;3;"آشنايي با رويكردهاي نوين در نگهداري و تعميرات (TPM,RCM)";;
10;12207;3;"خصوصيات و نقش مكانيزم رنگ در كنترل خوردگي اتمسفري";"ضخامت و كاربرد رنگ";
10;12209;3;"تقسيم بندي سيالات حفاري";;
10;12210;3;"انواع  روشهاي  طراحي  لوله  هاي  جداري";;
10;12213;3;"محاسبه فشارثابت مخزن";;
10;12226;3;"افت  فشارمخزن و حفره  چاه";;
10;12248;3;"آشنايي  با نحوه  راندن  دستگاهها به  درون  چاه";;
10;12250;3;"حل معادله انتشار در جريان متخلخل در حالت فشار ثابت(constant presure solution)";;
10;12261;3;"آشنايي با انواع پوششهاي پره هاي توربين";" روكش، عايق حرارتي و مزاياو محدوديتهاي آنها";
10;12277;3;"توربوماشين ها و جريان دائم سيال درمجاري بسته";;
10;12284;3;"سيستم هاي انتقال قدرت انواع كلاجها( عيب يابي و رفع  عيب کلاجهاي هيدروليکي)";;
10;12286;3;"   آزمايشات  ژول و انرژي  داخلي";;
10;12298;3;"قسمتهاي مختلف ماشين فرز";"انتخاب وتنظيم عده دوران-  مقدارپيشروي  ـ مفهوم سرعت برش ومحاسبه آن ـ شناخت ابزارهاي برشي فرزوكاربردآنها";
10;12302;3;"فلزپاشي با استفاده از سيم فلزي باروش قوس الكتريكي (آرك  اس)";;
10;12310;3;"كليد فولاد";"-	آشنايي با كليد فولاد و نحوه استفاده از آن";
10;12311;3;"استانداردهاي طبقه بندي آلياژهابراساس شكل نهايي";"استانداردهاي لوله /استانداردهاي ورق /استانداردهاي ميله هاي توپر/استانداردهاي پيچ ومهره /استاندارهاي اشكال ساختماني";
10;12320;3;"معرفي انواع پرتوها و خصوصيات آنها";"توليد اشعه X و معرفي دستگاه مولد اشعه X  -توليد اشعه گاما و معرفي دستگاه پرتونگاري - برخورد و اثر پرتو با مواد";
10;12328;3;"فلودياگرام  لوله كشي  هواساز چند منطقه  اي";;
10;12356;3;"انواع شبکه هاي تلفني";;
10;12366;3;"انواع سيگنالينگ";;
10;12407;3;"آشنايي  با ماشينهاي  آتش  نشاني  فرودگاهها";;
10;12431;3;"3.	PROCESS MANAGER";;
10;12471;3;"نگاهي به سيستم مديريت کيفيت ISO9001";;
10;12473;3;"ويژگيهاي كيفي /عناصرصورتهاي مالي نظامهاي اندازه گيري  ومفاهيم سود و سرمايه";;
10;12474;3;"ـتقسيم  بندي  آبهاي آشاميدني ازنظرميزان آلودگي ميكروبي";;
10;12482;3;"اشنايي با سيستم جامع  حسابداري حقوق و دستمزد";;
10;12490;3;"آشنايي با گزارشات بودجه";;
10;12491;3;"آشنايي با گزارشهاي بودجه سرمايه اي";;
10;12506;3;"	رعايت مباني قانوني و حقوقي مالي بازرگاني خارجي";;
10;12518;3;"مراحل عمليات پيمانكاري ازديدگاه پيمانكار";;
10;12559;3;"نقش ارتباطات در فعاليتهاي اقتصادي ومشاغل";;
10;12576;3;"ابزارهاي مديريت کيفيت جامع";;
10;12586;3;"دينداري  و اقسام  آن (عاميانه  ـ عاقلانه  ـ عاشقانه)";;
10;12597;3;"ابعاد سيستمي  برنامه  هاي بالندگيهاي سازماني";;
10;12613;3;"براوردگرهاي نقطه اي و فاصله اي";;
10;12617;3;"نقش  مددكاري  اجتماعي در برقراري  رابطه و اهميت آن";;
10;12619;3;"نحوه عملكرد تكنولوژي آموزشي(شناسايي فراگير ـ شناسائي اهداف وامكانات آموزشي - طراحي روش آموزش ـ طراحي وتوليد و بکارگيري ابزارآموزشي - تهيه كتب آموزشي روشهاي گروهي آموزشي)";;
10;12624;3;"آشنايي با روشهاي زمانبندي فعاليت و تعيين اولويت";;
10;12633;3;"چگونگي اجراي ارزشيابي";;
10;12719;3;"ميزان تاثير گذاري در سازمانها";;
10;12797;3;"انواع مناقصه و مزايده";;
10;12811;3;"اصول و قوائد فهرست نويسي اسناد";;
10;12818;3;"اجزا و عناصر تاسيسات برقي";;
10;12825;3;"آزمايش تراكم (پركتور)";;
10;12859;3;"3.	طراحي برنامه آموزشي";;
10;12900;3;"ASME SEC VIII";;
10;12919;3;"THREE - SURFACE THERMODYNAMICS";;
10;12922;3;" قانون دارسي";;
10;12956;3;"بهره برداري پمپهاي انتقال آب دريا";;
10;12983;3;"بررسي نمودار P&ID و نمودار عملکرد کمپرسور واحدهاي توليد هواي ابزار دقيق";;
10;12991;3;"FRESH WATER DISTRIBUTION SYSTEM";;
10;12992;3;"EQUIPMENT DESCRIPTION";;
10;12995;3;"CONTROL & OPERATING PHILOSOPHY";;
10;13041;3;"SEA WATER FILTRATION SYSTEM";;
10;13042;3;"HYPOCHLORITE DISTRIBUTION SYSTEM";;
10;13055;3;"روشهاي عملکرد در موارد اضطراري و حوادث";;
10;13057;3;"محاسبات مربوطه ونحوه تركيب آنهابادرصدهاي مختلف";;
10;13058;3;"	Chest decompression";;
10;13070;3;"بررسي روشهاي مختلف كاهش گازهاي ارسالي به فلر";;
10;13076;3;"	تشريح محيط هاي بازاريابي";;
10;13086;3;"آشنايي با رويکرد کار تيمي";;
10;13089;3;"آشنايي با عناصر عمده مديريت استرس";;
10;13096;3;"سازمان  بعنوان  يك  سيستم";;
10;13415;3;" انواع ميكروسكوپهاي زمين شناسي وروشهاي متداول كارباآنها";;
10;13477;3;"زمين شناسي ساختماني حوضه ايران مرکزي";;
10;13478;3;"مسير خرم آباد - اهواز";;
10;13479;3;"بازديد از منطقه گچساران";;
10;13481;3;"مقطع پالئوزوئيك كوه گهگم";;
10;13482;3;"معرفي سازندهاي که از نظراكتشاف هيدركربوراهميت دارند";"شامل سنگ مخزن ،سنگ منشاءوسنگ پوشش درحوضه مذكور";
10;13485;3;"روشهاي اندازه گيري با شاخص چاكوب";;
10;13486;3;"بررسي كلي زمين شناسي ساختماني ايران و جايگاه حوضه";;
10;13488;3;"طبقه بندي سنگهاي رسوبي از نظر اندازه و طبقه بندي كاني شناسي";;
10;13489;3;" نحوه تشكيل  اليتها و اينتراكلاستها و شبه پلتها و پيزوليتها وگل";;
10;13491;3;"محيطهاي قاره هاي";"ه FLUVIAL رودخا نه اي و مخروط افكنه ها وغيره";
10;13492;3;"تبخيرهاي محيط عميق دريا";;
10;13496;3;"واحدهاي سنگي و مشخصات لايه هاي راهنما و سازندها وزونه";;
10;13497;3;"معرفي رخساره هاي مختلف ICHNOFACIES";;
10;13498;3;"اكولوژي و پالئواكولوژي فرامينيفرها";;
10;13500;3;"مكانيزم تشكيل حوضه هاي رسوبي";;
10;13501;3;"شناخت اختصاصات عمومي روزنه داران از قبيل شكل خارجي صدف و تزئينات آنها";;
10;13503;3;"عناصر متشكله كربناتها";;
10;13504;3;"مطالعه سنگ مادر دردوره هاي مختلف زمين شناسي";;
10;13511;3;"تقسيمات پرمين درايران و ساير نقاط جهان";;
10;13512;3;"فاكتورهاي محيطي و بيولوژيكي موثر بر روي مجموعه";;
10;13513;3;"تعبير و تفسير محيطهاي رسوبي";;
10;13514;3;" تهيه كليه نمودارهاي زمين شناسي با استفاده از اطلاعات حفاري و تفسيرهاي سنگ شناسي";;
10;13516;3;"حركت  سيالات  درحوضه  هاي  رسوبي";;
10;13522;3;"تعبير و تفسيراطلاعات  گازكروماتوگرافي  درتركيبات  اشباع";;
10;13525;3;"روش  استخراج  مواد آلي";;
10;13526;3;"بررسي  پارامترهاي  هوپان -استران  حاصل از نتا";;
10;13528;3;"روش نمونه برداري و تهيه نمونه ايزوتوپي از سنگ و آب";;
10;13533;3;"تعبير و تفسير كيفي  آنومالي هاي  ميدان  پتانسيل";;
10;13534;3;"استرس  واسترين  وقوانين  وروابط مابين  آنها";;
10;13538;3;"روشهاي پيشرفته مهاجرت";;
10;13540;3;" تاثير سطح آب دريا درشكل گيري الگوهاي رسوبي";;
10;13548;3;"وسايل مانده يابي";;
10;13549;3;"tool joint performance";;
10;13559;3;"آشنايي با سيستمهاي كنترل سطح و فشار سيالات در درون تفكيك گرهاي چند فاز";;
10;13567;3;"	بررسي مزاحمتهايي كه آسفالتين در صنايع نفت ايجاد ميكند";;
10;13596;3;"	مقايسه نرم‌افزارهاي طراحي";;
10;13607;3;"اشنايي با استراتژيهاي مختلف در مذاکرات پيچيده";;
10;13616;3;"جستجو بين درخواستهاي كار موجود براي عنوانهاي تكراري";;
10;13734;3;"سطوح فرهنگ سازماني (پيش فرضها - ارزشها و هنجارها - کارکردها)";;
10;13818;3;"اطلاعات در مورد درمان  ديابت  نوع  يک و دو";;
10;14002;3;"تخمين ارزش دارايي";;
10;14010;3;"آشنايي با عيوب جوش";;
10;14012;3;"ارتباط با ساير استانداردهاي مديريتي";;
10;14013;3;"مروري بر الزامات استاندارد ISO3834";;
10;14019;3;"تخمين احتمال رخداد حوادث";;
10;14176;3;"محاسبه ميزان سرعت خوردگي";;
10;14213;3;"ساختمان  چگونگي  تبديل  فرمول  چارتهاي  نوع  هاني  ول  به  فاكسبورو بالعكس";;
10;14215;3;"روشهاي صحيح نمونه گيري ودانستنيهاي مربوط به آن";;
10;14257;3;"مکانيزم کار ماشينهاي تراش";;
10;14264;3;"قسمتهاي مختلف ماشينهاي تراش سنگين";"انتخاب وتنظيم عده دوران-  مقدارپيشروي  ـ مفهوم سرعت برش ومحاسبه آن ـ شناخت ابزارهاي برشي وكاربرد آنها";
10;14269;3;"اصول  پرچ  كاري و لحيم کاري ورق  ها";"پرچ کاري سرد -پرچ کاري گرم -لحيم کاري تورچ - لحيم کاري دستي-نقطه جوش";
10;14295;3;" بررسي و عيب يابي مدارهاي استارتر و دينام";;
10;14311;3;"طرزاستفاده ازدستگاه عيب ياب";;
10;14317;3;"آشنايي با قطعات ثابت و متحرك موتور";;
10;14341;3;"انواع خوردگي متداول در لوله هاي نفت و گاز";;
10;14504;3;"راههاي منطقي متقاعد ساختن افراد";;
10;14509;3;"انواع شاخص ها ( مرکزي- پراکندگي)";;
10;14518;3;"	آشنايي با نحوه كدينگ كالا";;
10;14538;5;"تعريف و نظريه هاي روابط انساني";;
10;14546;3;"	اصول حاكم بر قراردادهاي بيمه";;
10;14550;3;"تعريف سازمان";;
10;14557;3;"شناخت  مسائل  سياسي  و اجتماعي  روز";;
10;14559;3;"ارزشيابي انواع مصاحبه";;
10;14566;3;"بررسي اثر تکنولوژي بر موفقيت اقتصادي يک کشور";;
10;14571;3;"اصول  مديريت  مشاركتي";;
10;14588;3;"اصول  پردازش و آشنايي با پايانه ها و طبقه  بندي و معرفي پرونده هاي مربوطه(ايجاد،اصلاح و حذف سوابق فرم پيشنهادي طبقه بندي اطلاعات تغييرات -  ارتباط پرونده طبقه بندي باسايرسيستم وبرنامه هاي كامپيوترو مرور مراحل  مختلف  اجراي  سيستم  و كنترل  هاي  سيستم)";;
10;14590;3;"اصول و اهداف  طبقه  بندي  و مصرفي  پرونده هاي مربوطه و تركيب شماره طبقه بندي";;
10;14593;3;"تشريح  كليه  اسناد مورد استفاده در سفارشات اقلام پروژه(روش  اصلاح  سابقه  مصارف  گذشته  اقلام  پروژه)";;
10;14594;3;"	نحوه انتخاب واحد خريد با استفاده از منابع شناسايي شده";;
10;14596;3;"	مديريت هزينه در انبار";;
10;14611;3;"ارزيابي و درك تبليغات توسط مخاطبان , عوامل مؤثر در درك تبليغات و گزينش ادراكي";;
10;14620;3;"مراحل طرح درس و ويژگي هاي ان";;
10;14622;3;"فاينانس(تسهيلات ـ محاسبات  بهره  و بازپرداخت  اقساط ـ مراحل  اجرايي)";;
10;14630;3;"آشنايي با قانون تجارت و قانون ماليتهاي مستقيم";;
10;14633;3;"حقوق ارتفاقي خطوط لوله و مخابرات صنعت نفت";;
10;14634;3;"	مقررات ثبت عمومي";;
10;14644;3;"عرضه كل";;
10;14645;3;"آشنايي با پيمانهاي نيازمند تعديل نرخ آحاد بها";;
10;14646;3;" ـمزدوج   ثانويه  يك  مسئله  برنامه  ريزي  خطي";;
10;14647;3;" بررسي  مدل  حمل ونقل  وبرنامه  ريزي  خطي";;
10;14667;3;"بازار رقابت كامل";;
10;14688;3;"اهداف يك سيستم  نگهداري و تعميرات و سطوح مختلف آن";;
10;14699;3;"آشنايي باسيستم ها، زيرسيستم ها، گزينه هاوبرنامه هاي موجود در سيستم جامع نيروي انساني";;
10;14735;3;"	كاربرد علائم سجاوندي";;
10;14751;3;"آشنايي با فرآيندهاي مخابرات در صنعت نفت و گاز  به زبان انگليسي";;
10;14786;3;"تحليل موضوعي کتابها و سرعنوانهاي موضوعي(-سيرز- کنگره  - سرعنوانهاي موضوعي فارسي )";;
10;14804;3;"	آشنايي با حسابهاي سيستمي جهت كليه اسناد سيستم كالا";;
10;14940;3;"طبقه بندي ، آناليزسينماتيك و آناليز ديناميك فرمهاي ساختماني ثانويه اصلي دركمربندهاي چين خورده";" 1)چين  ها2) گسل  ها 3) درزه  ها وشكستگي  ها";
10;14942;3;"آشنايي با امکانات و ابزار مورد نياز در حفاري با لوله مغزي سيار";;
10;14955;3;" مخازن گازي و گاز مايع";;
10;14961;3;"مشخصات ساختماني ناحيه هاي لرستان فارس و فروافتادگي دزفول";;
10;14962;3;"سيستم نفتي(PETROLEUM SYSTEM) و تعاريف";;
10;14966;3;"حل  معادلات  جريان  درحالت  مختلف";"عملكرد بي  نهايت -عملكردپايدار";
10;14971;3;"انبساط مراحل PVT گازشامل  : تركيب  مجددنفت  وگاز";;
10;14973;3;"کاربرد  UBD و محدوديت هاي آن";;
10;14974;3;"توصيف ماکروسکوپي و ميکروسکوپي";;
10;14989;3;"شناسايي انواع بافت درسنگهاي رسوبي";;
10;15001;3;"پمپهاي گريز از مركز ";"اجزاء پمپ گريز از مركز- نحوه كار پمپها-تفاوت پمپهاي گريز از مركز و پيستوني- راه اندازي پمپهاي گريز از مركز";
10;15011;3;"توسعه  مخازن";;
10;15012;3;"مسائل كلي عمليات حفاري";;
10;15017;3;"هيدروليك و بافت رسوبات";;
10;15024;3;"بررسي  پديده COMPACTION,EXPANSION,SLIPPAGE,FRICTION";;
10;15034;3;"نقش فرايندهاي دياژنزي در تغيير کيفيت مخزن";;
10;15046;3;"آموزش بايوزونهاي مربوطه";;
10;15053;3;"ADVANCED MUD LOGGING AND ADVISORY SERVICES";;
10;15058;3;"MICROTHERMOMETRY MENTAL PREPARATION";;
10;15059;3;"هاپر انواع پمپ ها";"-گريز از مرکز-دوار- رفت و برگشتي";
10;15073;3;"انواع  آزمايشات";;
10;15079;3;"مدلهاي  مختلف  شبيه سازي  مخازن  شكافدار: DUAL PERMEABI";;
10;15086;3;"اتصالات";;
10;15160;3;"روشهاي  مختلف  محاسبه راندمان  در برجهاي  سيني  دار و برجهاي  آكنده";;
10;15161;3;"طيف سنجي فرابنفش(UV)";;
10;15171;3;"وسايل  انبساط و صرفه  جويي  انرژي";"ديگهاي چگالشي";
10;15178;3;"نحوه انتخاب MATERIAL  مناسب بر اساس اسيدها و شرايط موجود درفرآيند";;
10;15179;3;"محاسبه ضرايب معادلات حالت در پايلوت ها";;
10;15189;3;" مدل  هابرت HUBERT";;
10;15203;3;"متالورژي چدن";;
10;15210;3;"آشنايي بامواد و قطعات كمپرسورهاي سانتريفيوژ بر اساس استاندارد API 617";;
10;15211;3;"جريانهاي يکنواخت";;
10;15217;3;"آشنايي بامواد و قطعات توربين هاي گازي بر اساس استاندارد API616";;
10;15232;3;"معرفي انواع چيلرها";;
10;15235;3;"سيستم مختصات";"-نحوه تعيين آنها     (اصلي – کمکي – چرخشي)- نقاط صفر و مرجع";
10;15245;3;"مواد بازدارنده و نقش آنها دركنترل شيميايي برج هاي خنك  كننده";;
10;15248;3;"علل زوال لوله هاي بويلرها";"انتخاب MATERIAL  لوله ها- انواع خوردگي ها";
10;15254;3;"آشنايي بامواد و قطعات كمپرسورهاي جا به جايي مثبت بر اساس استانداردAPI 618, 619";;
10;15255;3;"محاسبات مربوط به RATING";;
10;15278;3;"دلايل استفاده از سيالات پايه روغني";;
10;15288;3;"ساختار فريم SDH در سطوح مختلف";;
10;15289;3;"تزريق  امتزاجي گاز در مخازن نفتي";;
10;15399;3;"مشخصات بتن مصرفي در اعضاي پيش تنيده";"جمع شدگي بتن-وارفتگي بتن";
10;15416;3;"عمليات  تعريف  مشخصات";;
10;15417;3;"تحليل و طراحي سقفهاي کامپوزيتي";"به همراه مثالهاي کاربردي";
10;15425;3;"طرح اختلاط";;
10;15434;3;"شناخت سازمانهاي قانون گزار در سطوح محلي - ملي - منطقه اي - بين المللي و صنفي";;
10;15440;3;"آشنايي با مفاهيم کيفيت , بازرسي و فرآيند بهبود مستمرکيفيت";;
10;15441;3;"مروري بر الزامات استاندارد ISO9001";;
10;15454;3;"كاوش هاي زير سطحي";;
10;15460;3;"انواع برشها";;
10;15464;3;"آماده  سازي  محوطه";"برداشت  خاك  هاي  نباتي  ـريشه  كني  ـتخريب  ساختمانهاي قديمي  وموقت";
10;15472;3;"مکانيزم حرکت نمک";;
10;15477;3;"روشهاي مختلف اکتشاف نفت و گاز";;
10;15484;3;"تعيين ضخامت واقعي سازندها بخشها و زونهاي مختلف در چاههاي مجاور";;
10;15500;3;"PROCESS- GPSانواع  خطاهادرسيستم";;
10;15522;3;"رفتارگازها درقوس آرگون";;
10;15524;3;"خواص مواد مصرفي در جوشكاري و عملكرد هر ماده مصرف شونده";"الكترود، سيم جوش و گازها و…";
10;15526;3;"كاربرد پوششها در مخازن";;
10;15534;3;"معرفي انواع قيرها و طبقه بندي و نامگذاري آنها";;
10;15540;3;"کاربرد بيو تکنولوژي در صنايع نفت و گاز و پتروشيمي";;
10;15541;3;"بررسي  سينتيكي  واكنش";;
10;15542;3;"نحوه انتخاب رزينهاي پايه رنگ بر اساس سطوح و شرايط محيط";;
10;15544;3;"تقسيم بندي آلياژها";;
10;15549;3;"مباني  تكنولوژي  جداسازي  به  وسيله  غشاء جنس  وساختار غشاها";;
10;15554;3;"كنترل  ديجيتال";;
10;15615;3;"كاربرد جريان گردابي";"آشكار سازي تركها -آزمايش لوله/ مفتول سيمي-آزمايش جوش-طبقه بندي فلزات-اندازه گيري رنگ و پوشش";
10;15680;3;"آشنايي با انواع خطوط نماها وروش ترسيم  آنها";;
10;15814;3;"شناخت وسايل سرچاهي و درون چاهي";;
10;16100;3;"هوش  هيجاني و  حل  تعارض";;
10;16267;3;"مسايل  استراتژيك  حقوقي  وحسابداري  ومالياتي";;
10;16276;3;" نكات ايمني و اهميت آن در زمان جابه جايي بار";;
10;16288;3;"هوش هيجاني وخلاقيت فردي";;
10;16302;3;"	آشنايي با حروف تعريف، كلمات جمع";;
10;16303;3;"-	زمان حال ساده با افعال با قاعده و بي قاعده- اصطلاحات زماني";;
10;16304;3;"-	زمان حال ساده و فعل كمكي can";;
10;16305;3;"-	زمان حال ساده به همراه كلمات پرسشي و پاسخهاي كوتاه";;
10;16306;3;"-	ضمائر ملكي و مفعولي";;
10;16307;3;"-	آشنايي با زمان گذشته ساده و افعال to be";;
10;16308;3;"آشنايي  با زبان  روزمره  در موقعيت  هاي  مختلف";;
10;16309;3;"-	آشنايي با سوالات تركيب شده با how";;
10;16310;3;"-	قيدهاي كميت";;
10;16311;3;"-	بيان بايدها و نبايدهاي سفر به كشورهاي ديگر";;
10;16312;3;"-	مقايسه زمانهاي گذشته ساده و گذشته استمراري";;
10;16313;3;"-	بسط جملات شرطي-آشنايي با جملات پايه";;
10;16314;3;"-	گروه و واژه هاي اسم مصدر";;
10;16315;3;"-	مجهول در زمان حال استمراري و ماضي نقلي- بندهاي مصدري و گروه واژه هاي مصدري";;
10;16316;3;"-	قيود و حروف اضافه و كاربرد آن در زمان گذشته";;
10;16317;3;"-	جملات مجهول در توصيف فرآيندها";;
10;16318;3;"-	متون پيشرفته و خواندن و درك مطلب";;
10;16319;3;"-	جملات شرطي پيشرفته و نقل قول پيشرفته";;
10;16320;3;"-مقالات چندپاراگرافي";;
10;16332;3;"API معرفي استاندارد 579";;
10;16344;3;"نمونه هاي ازصورت جريان وجوه نقد";;
10;16355;3;"	زير ساختارها و عمليات زنجيره تامين كالا";;
10;16358;3;"بارگذاري وركوردگيري ازعملكردموتورهاي ديزل";;
10;16382;3;"نمودار هاي مورد استفاده در مشبك كاري";;
10;16403;3;"تفسير الزامات  استاندارد  ISO9001";;
